artist,track,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,label
Noah Cyrus,Again (feat. XXXTENTACION),2S2od3hT7ceytw7d1pTRuE,0.664,0.738,9,-4.095,0,0.0338,0.188,5.75e-05,0.135,0.203,119.973,193962,4,nick
NAV,Up,5qbcsZMwL0x46sX7VO37Ye,0.66,0.491,8,-6.645,0,0.101,0.0338,0.0,0.101,0.376,154.132,199520,4,nick
REI AMI,do it right (feat. Aminé),6bKM56cyoz8kjiK7QKQ87i,0.665,0.559,5,-7.579,0,0.235,0.317,0.0,0.394,0.416,84.959,169761,4,nick
Quinn XCII,Iron & Steel,1UMQ9VXdKGiAHIGD5fWX2B,0.79,0.49,5,-5.097,1,0.0942,0.483,0.0,0.201,0.577,140.202,203653,4,nick
League of Legends,Legends Never Die - (Remix),66YtIqT0kN4958EXnCnAmE,0.404,0.81,9,-4.033,0,0.189,0.164,0.0,0.504,0.34,154.918,167173,4,nick
Eric Chou,"你,好不好? - TVBS連續劇【遺憾拼圖】片尾曲",2gug6MRv4xQFYi9LA3PJCS,0.439,0.477,10,-5.638,1,0.0307,0.643,0.0,0.114,0.535,159.819,287307,4,nick
EVERGLOW,LA DI DA,6mIjJONoUMvGPT9Kzrab3L,0.477,0.85,3,-1.486,0,0.0911,0.00108,0.0,0.0675,0.601,163.845,210893,4,nick
blackbear,do re mi,3sTCfUmYXSVWDacTd6uMbQ,0.747,0.592,8,-6.334,1,0.0457,0.00517,1.48e-05,0.124,0.176,110.991,212027,3,nick
Defqwop,Heart Afire,4s4XzNKcU3PtmeV7OdXDmv,0.414,0.708,0,-4.181,0,0.0912,0.0316,0.0,0.0623,0.392,199.9,240039,4,nick
Calvin Harris,Over Now (with The Weeknd),58AGoOGbwsQMhBbH0eFLRR,0.612,0.884,4,-4.113,0,0.0454,0.0759,0.00132,0.247,0.679,178.043,210795,4,nick
mike.,Lost Me,5LG63eRhfNFYyCGU1QZXCo,0.787,0.531,4,-6.468,0,0.133,0.401,2.35e-05,0.0706,0.28,91.965,171572,4,nick
Tyla Yaweh,High Right Now (feat. Wiz Khalifa) - Remix,5DPASDOoVakOcD8EIhb46T,0.737,0.548,4,-7.003,0,0.0498,0.0127,9.76e-06,0.176,0.156,160.058,175759,4,nick
J. Cole,a m a r i,2cnKST6T9qUo2i907lm8zX,0.725,0.713,4,-6.173,0,0.187,0.127,0.0,0.617,0.207,65.988,148421,4,nick
Yung Pinch,HARD TIMES,6PeNPuWac474B7l2FcbZS8,0.763,0.49,6,-9.191,0,0.15,0.332,1.16e-05,0.104,0.628,84.026,151317,4,nick
Quinn XCII,Stacy,1pyGo7knT3LE2I1FJIrwdX,0.761,0.551,8,-7.14,1,0.037,0.0889,0.0,0.0971,0.478,104.935,168893,4,nick
24kGoldn,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",6FuGJB290AQMAHTfjOYVaK,0.721,0.745,7,-3.508,0,0.0366,0.151,1.24e-06,0.372,0.699,90.988,192745,4,nick
Alessia Cara,How Far I'll Go - Alessia Cara Version,1ehPJRt49h6N0LoryqKZXq,0.31,0.54,9,-9.629,1,0.346,0.163,0.000129,0.0713,0.148,180.994,175507,4,nick
Choker,Petrol Bliss,7w0lCrXGoUj5b8DgW5wZlx,0.778,0.291,0,-10.355,1,0.106,0.84,8.23e-05,0.66,0.353,142.015,189296,4,nick
Young Thug,The London (feat. J. Cole & Travis Scott),7DcvwMAiqKJQD1rrdfxSDx,0.796,0.586,4,-6.946,0,0.147,0.0247,0.0,0.132,0.179,97.981,200107,4,nick
Dermot Kennedy,"Heartless - Recorded At RAK Studios, London",6S4vdF9ENvX8WN8PvJ6soA,0.444,0.535,9,-7.051,1,0.055,0.226,0.0,0.212,0.158,88.033,224148,4,nick
Khalid,Coaster,39KG4kom3enSx4GTThuDGt,0.441,0.219,8,-14.586,1,0.0419,0.935,0.0,0.115,0.244,94.021,199120,4,nick
Mac Miller,Dunno - Recorded at Spotify Studios NYC,6eIEJLVaPTU3NuctqdWCzJ,0.523,0.153,1,-12.785,1,0.0689,0.945,0.000944,0.114,0.184,84.659,224347,4,nick
Sampha,Plastic 100°C,0P5bg4JX1fUplClPC0nkUS,0.596,0.362,3,-11.879,0,0.0535,0.735,0.00216,0.654,0.175,132.067,316188,4,nick
KSI,Lose,7nVERWQXlgZRQsYw4fHf3b,0.682,0.721,0,-4.633,0,0.0284,0.0341,0.0,0.381,0.248,101.067,205653,4,nick
24kGoldn,Unbelievable (feat. Kaash Paige),1BEre9NGa02ItxQaGaD1SB,0.387,0.484,0,-7.683,0,0.053,0.681,0.0,0.237,0.443,102.03,148135,3,nick
Glass Animals,Heat Waves - Oliver Heldens Remix,6yvdWGtowJa7ffgc1UR5SF,0.714,0.787,11,-6.006,1,0.033,0.0627,0.000883,0.11,0.263,127.999,243537,4,nick
mike.,These Days,5tsI3xxDHDgzHhn30LTQNz,0.815,0.364,2,-11.158,1,0.375,0.533,3.52e-05,0.108,0.328,129.937,268566,4,nick
SEGA SOUND TEAM,Resort Island : Can You Feel The Sunshine?,0w8ECuZLCUP3a9O9LpYUbo,0.505,0.98,11,-4.011,1,0.0551,0.142,0.00346,0.17,0.748,158.01,303433,4,nick
Justin Bieber,As I Am (feat. Khalid),6F2r4HgpJnvKDmkN6JEN6J,0.595,0.543,11,-8.149,1,0.038,0.127,0.0,0.0975,0.109,99.928,174406,4,nick
Phlake,Gone,1bTznoPGxp3ygLTHReQtIh,0.506,0.247,5,-10.337,0,0.0925,0.945,0.00129,0.1,0.191,139.932,214876,3,nick
Yoh kamiyama,YELLOW,6oLejuhWNQf76ydBbtLrT9,0.786,0.719,7,-4.77,0,0.0353,0.0144,0.000638,0.0887,0.686,117.981,178712,4,nick
Muray,One day (第459話〜492話 OP),2OrM9Dz171ht7Rd1xZjPxB,0.435,0.781,11,-4.99,1,0.0314,0.00861,0.0,0.0825,0.236,177.991,258876,4,nick
ILLENIUM,Blame Myself,1suqXPrYygZ7BYiSfaVZE4,0.392,0.737,8,-3.882,1,0.0857,0.0523,0.000141,0.244,0.402,139.956,230571,4,nick
ONE OK ROCK,Wasted Nights,39LyUQIy7idLxPdsjyZsxe,0.556,0.833,5,-5.29,1,0.0402,0.0156,0.0,0.0659,0.374,125.07,224747,4,nick
Grimes,Delicate Weapon,1hT3eaGzrcFriQtgGdvsZv,0.602,0.786,9,-6.284,0,0.0279,0.0613,0.51,0.318,0.671,147.929,230270,4,nick
Porter Robinson,Sad Machine,1JY6B9ILvmRla2IKKRZvnH,0.47,0.706,0,-4.902,0,0.0322,0.034,1.31e-06,0.0726,0.327,88.519,350690,4,nick
Col3trane,Superpowers (with GoldLink),1iZjxPc5GJhEBl6CZOZXTw,0.823,0.372,1,-9.817,0,0.116,0.473,0.0,0.1,0.418,85.055,182082,4,nick
Young Stoner Life,Came and Saw (feat. Rowdy Rebel),3GkEnNf2RWmdwkA2FfjQ3g,0.771,0.817,2,-6.791,1,0.214,0.306,0.0,0.155,0.554,123.952,174413,4,nick
Cabu,Crazy,0CbgB2e5ItzZOA1yZA8Xnt,0.794,0.603,8,-11.116,1,0.0724,0.182,0.0635,0.109,0.0353,107.992,249896,4,nick
Lil Wayne,Dark Side Of The Moon (feat. Nicki Minaj),5IvdLxVB8gwwcgnEkXSSW2,0.603,0.457,11,-5.384,1,0.297,0.526,0.0,0.0905,0.455,73.724,242972,4,nick
Clean Bandit,I Miss You (feat. Julia Michaels) - Tokio Myers Remix,6NRzwNXPyXUVY7I6Jp8zPl,0.456,0.364,0,-8.3,0,0.0457,0.75,0.0,0.154,0.142,113.304,188755,3,nick
Jaden,B,4PvVX27CitqLAamcc0PCRU,0.515,0.391,2,-11.109,0,0.0575,0.227,0.0,0.355,0.47,144.487,186176,4,nick
The 1975,Somebody Else,5hc71nKsUgtwQ3z52KEKQk,0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,347520,4,nick
Takeoff,Casper,1B4gJRq61xTs6r1O0Uq2iY,0.921,0.607,1,-7.397,1,0.209,0.525,1.12e-06,0.123,0.753,140.071,197079,4,nick
Polo G,Gang WithMe,1uMMWkJbsMkecvfx96d2F7,0.818,0.331,1,-10.617,1,0.111,0.0152,0.0,0.119,0.326,85.064,192052,4,nick
Post Malone,Candy Paint,42CeaId2XNlxugDvyqHfDf,0.765,0.688,4,-5.566,1,0.0841,0.633,0.0,0.0734,0.434,90.013,229573,4,nick
Billie Eilish,bad guy,2Fxmhks0bxGSBdJ92vM42m,0.701,0.425,7,-10.965,1,0.375,0.328,0.13,0.1,0.562,135.128,194088,4,nick
50 Cent,Still Think I'm Nothing (feat. Jeremih),3bCd9LWbzVbx5D735fzQEy,0.583,0.696,6,-6.806,1,0.499,0.186,6.72e-05,0.639,0.33,177.766,191626,4,nick
BANKS,Warm Water,0lcxaYYEK5UnJMbaFgevtQ,0.332,0.308,4,-15.004,0,0.406,0.953,0.00219,0.098,0.33,200.056,208790,4,nick
Justin Bieber,Peaches (feat. Daniel Caesar & Giveon),4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082,4,nick
Travis Scott,YOSEMITE,7lAK3oHbfEnvUQWosrMMpR,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,150043,4,nick
Khalid,Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,0.708,0.648,6,-5.626,1,0.0449,0.0956,0.0,0.134,0.338,143.955,201707,4,nick
Bren Joy,Twenties,3BeQzzSxNb7lzN1pJwXXDf,0.526,0.584,5,-6.414,1,0.194,0.171,0.0,0.0503,0.599,176.359,255170,4,nick
21 Savage,a lot,2t8yVaLvJ0RenpXUIAC52d,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,4,richard
Stamos,Cooking Thoughts of You,26TQ5jhZ0y3v2zQZ3FhOwu,0.805,0.56,9,-8.782,0,0.104,0.118,0.0,0.0659,0.297,131.992,262364,4,nick
Tom Misch,It Runs Through Me,02CygBCQOIyEuhNZqHHcNx,0.802,0.607,11,-11.028,0,0.289,0.205,0.000748,0.246,0.274,96.916,261881,4,nick
21 Savage,can't leave without it,0hPLZrnDgtKxrym1BHjDhd,0.872,0.591,6,-6.952,0,0.359,0.111,0.0,0.144,0.696,131.982,205352,4,nick
The Kid LAROI,NEED YOU MOST (So Sick),1BR1uwcmiTSQooTvC5geCR,0.63,0.707,5,-3.632,1,0.0508,0.0681,0.0,0.284,0.285,86.849,135227,4,nick
Jonas Brothers,Sucker,4y3OI86AEP6PQoDE6olYhO,0.842,0.734,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.952,137.958,181040,4,nick
Arizona Zervas,LM$,2BRQDKhG1axUBEeXKxO1mm,0.765,0.635,8,-4.501,0,0.127,0.395,0.0,0.155,0.416,129.934,166267,4,nick
YG,"Go Loko (feat. Tyga, Jon Z)",1kK6DwzyXJSp58u5HYWwuD,0.88,0.67,2,-5.177,1,0.0468,0.325,4.17e-06,0.0662,0.131,101.008,299227,4,nick
J. Cole,The Cut Off (feat. kiLL edward),3rFF7kSm5qBOOPs6ljFgPp,0.734,0.543,1,-7.979,1,0.4,0.186,0.0,0.372,0.336,78.168,237295,4,nick
Jack Harlow,CODY BANKS,0XcmRDeHawnaIYRIKW1vMo,0.765,0.618,1,-8.74,1,0.377,0.723,0.00015,0.111,0.671,188.936,152381,4,nick
The Chainsmokers,Beach House,2bQhVQbV7VBzSOPo8mbkUR,0.4,0.838,0,-4.491,1,0.0526,0.174,0.0,0.341,0.533,179.945,206120,4,nick
J. Cole,p u n c h i n ‘ . t h e . c l o c k,57ZUX6TNyKLBydAdVVd02x,0.769,0.74,11,-6.579,0,0.378,0.197,0.0,0.171,0.692,94.104,112579,4,nick
88rising,Tequila Sunrise (feat. AUGUST 08 & GoldLink),121bJml1xjrfnZuk2yPsLG,0.8,0.545,0,-6.74,1,0.0765,0.0313,5.07e-05,0.0929,0.458,99.981,243332,4,nick
MitiS,Without Me (feat. Danni Carra),7nDgGZbmdYQVIskaZnIXaB,0.438,0.716,7,-5.241,1,0.034,0.128,0.0,0.255,0.227,149.965,266400,4,nick
BØRNS,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,218107,4,nick
Giveon,Heartbreak Anniversary,3FAJ6O0NOHQV8Mc5Ri6ENp,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,3,nick
tobi lou,I Was Sad Last Night I'm OK Now,0gEcmyKlIUoi3sHTFVO1bE,0.87,0.637,5,-8.368,0,0.0614,0.497,3.15e-05,0.205,0.78,120.99,190561,4,nick
Miguel,Funeral,782CIMTujSmNFrRuAVhsqd,0.743,0.31,2,-10.016,1,0.0554,0.036,0.0251,0.183,0.171,95.993,135120,4,nick
JACKBOYS,GANG GANG,6uJONCdr2rC65BNmCnTBWK,0.859,0.6,7,-4.63,0,0.301,0.071,0.0,0.353,0.568,123.017,244761,4,nick
Jaden,Play This On A Mountain At Sunset,2KQNjZcD1WhJg8nDm34eQa,0.345,0.301,3,-12.883,0,0.0335,0.9,0.000428,0.182,0.472,82.656,341347,3,nick
Olivia Rodrigo,good 4 u,4ZtFanR9U6ndgddUvNcjcG,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,178147,4,nick
Fiji Blue,Only When I Look into Your Eyes,5MgXxIwMUkJQlv5WYxlUNS,0.725,0.694,10,-5.49,1,0.039,0.0566,4.54e-05,0.468,0.819,117.962,199167,4,nick
Trippie Redd,!,5a1ofLoPiAn5xxf5UE6472,0.725,0.543,5,-6.311,1,0.0841,0.0296,0.0,0.177,0.693,119.961,135339,4,nick
Kid Travis,Atomic Ever After,6rshj6lkRqKRjlCXWtTdwn,0.748,0.356,6,-13.473,1,0.176,0.205,0.0,0.0917,0.59,137.641,183140,4,nick
Russ,Me You,4f1QbCjIAgQwnf7ms9NXWx,0.702,0.762,8,-2.733,1,0.0328,0.00196,0.000451,0.142,0.233,95.019,164200,4,nick
Tory Lanez,LUV,16Ah4QqH4mgYVXqfC4mdSd,0.539,0.528,11,-8.113,0,0.252,0.0108,0.0,0.117,0.252,190.169,228640,4,nick
Aminé,WHY?,4qV3FpOX5NQbghsnmx3wKX,0.658,0.59,11,-8.56,1,0.298,0.19,0.0106,0.216,0.223,152.729,226947,4,nick
Chaze Sharp,Bonezboy Nightz,60i2G45SsZn9pnrHdLShAo,0.806,0.404,10,-10.178,0,0.227,0.734,0.0,0.1,0.355,92.02,166990,4,nick
Cosmo's Midnight,History,1Ba0ucfKPaRzS3AKvX3X3r,0.786,0.463,11,-10.015,0,0.314,0.0271,0.0,0.185,0.451,104.959,208067,4,richard
Billie Eilish,when the party's over,14JzyD6FlBD5z0wV5P07YI,0.498,0.104,1,-14.08,0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001,199931,3,nick
Mustard,On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),1xD7cSgpYzWiuPRfcIEmdT,0.861,0.673,1,-5.366,1,0.184,0.193,0.0,0.0729,0.34,103.981,264281,4,nick
Yung Pinch,Look Like,3UiZUMXuNrORtsAIdDkZDe,0.795,0.523,4,-7.623,1,0.102,0.0243,0.00652,0.11,0.617,130.101,226154,4,nick
SPENCE,If It Feels Right,2Zh0Z7irw3VGc0D9lj8lo8,0.712,0.918,2,-5.296,1,0.0387,0.00115,9.35e-06,0.0667,0.694,128.002,256247,4,nick
Mura Masa,Love$ick (feat. A$AP Rocky),7Kq16WtEJzdRSNQgdXsn7Y,0.672,0.764,3,-5.109,0,0.142,0.141,0.00358,0.185,0.763,88.867,192160,4,nick
Julian Calor,No Fear Anymore,0vAXgfcS2hMaml2hAS1lgm,0.613,0.875,7,-4.71,0,0.0671,0.0329,0.00103,0.12,0.106,139.935,202286,4,nick
Eminem,Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,0.876,0.786,10,-4.884,0,0.306,0.0627,0.0,0.127,0.575,153.068,244679,4,nick
G-Eazy,No Less,44YAJYlDg4EECrecze8BU2,0.632,0.49,11,-7.386,0,0.286,0.566,0.0,0.0985,0.178,93.979,250640,4,nick
Gucci Mane,Opps and Adversaries,1Ch0aqT7azhJ8iwQ1I4USz,0.943,0.438,8,-7.772,1,0.0827,0.132,0.0,0.141,0.41,129.956,217067,4,nick
Joji,Pretty Boy (feat. Lil Yachty),0f1G5SHFoFC9lO03gHCGVS,0.656,0.776,6,-6.184,1,0.0672,0.16,0.378,0.372,0.638,156.049,156759,4,richard
Oh Wonder,Lose It,2QgNcjwEn0vGmTommfszQd,0.52,0.329,2,-9.337,0,0.0381,0.725,1.31e-05,0.333,0.171,87.857,229935,4,nick
24kGoldn,Mood (feat. iann dior),3tjFYV6RSFtuktYl3ZtYcq,0.7,0.722,7,-3.558,0,0.0369,0.221,0.0,0.272,0.756,90.989,140526,4,nick
Lil Uzi Vert,Lo Mein,6CUP2khYzdphXebxVTfPE3,0.855,0.676,1,-5.736,1,0.325,0.0888,0.0,0.144,0.509,133.082,195299,4,nick
Juice WRLD,Fast,6MjNilJCVKJq0LfFvo5jWJ,0.623,0.608,1,-5.937,0,0.0434,0.426,0.0,0.105,0.263,84.98,208518,4,nick
BLACKPINK,Typa Girl,0L8LOav65XwLjCLS11gNPD,0.915,0.621,7,-6.519,1,0.1,0.0745,0.0,0.628,0.527,131.984,179173,4,nick
Meek Mill,Young Black America (feat. The-Dream),5fdZGkieO25z59c1PKXh8v,0.629,0.611,3,-4.98,0,0.469,0.0226,0.0,0.0851,0.753,77.008,241558,4,nick
lovelytheband,broken - Cash Cash Remix,5W0vgRE9B23TZDj5B7pRUO,0.497,0.747,11,-3.112,0,0.0894,0.0259,0.0,0.0697,0.355,140.81,191067,4,nick
Jaden,Icon,22nyEAEM29tcBRhukR089b,0.786,0.82,9,-5.093,0,0.232,0.222,0.0,0.575,0.49,119.982,220996,4,richard
Post Malone,Love/Hate Letter To Alcohol (with Fleet Foxes),6R9c642Hs3tOdLowjYaWt2,0.475,0.569,4,-7.073,0,0.0343,0.037,0.00129,0.232,0.0395,108.007,183816,4,nick
Summer Walker,Playing Games,4hWgC5BV5M7EtTleKVXNxw,0.759,0.413,11,-7.282,0,0.0494,0.7,0.0,0.14,0.403,115.893,143667,4,nick
Jay Sean,With You,1lnPygfVghWoKJAxaStV98,0.786,0.567,10,-6.52,0,0.0406,0.381,0.0,0.0565,0.734,130.003,194053,4,nick
Eminem,Walk On Water (feat. Beyoncé),7zLGHiDWd9T1Rxw4PQCb13,0.577,0.593,9,-4.816,0,0.137,0.8,0.0,0.623,0.575,120.611,303781,5,nick
Offset,Lick,4W9XGjEUVG9junR70FOLii,0.959,0.539,4,-6.611,0,0.0958,0.172,0.0,0.108,0.657,103.0,204516,4,nick
Joyner Lucas,I'm Sorry,3dqxngWDgh4tb0VSb83nvc,0.746,0.576,8,-7.461,1,0.414,0.252,0.0,0.074,0.337,110.2,349785,4,nick
EVERGLOW,DUN DUN,3CyCjgTHFzqucmECajq8QA,0.692,0.881,11,-2.563,0,0.0461,0.0457,4.26e-06,0.146,0.433,103.055,192280,4,nick
Justin Bieber,Intentions (feat. Quavo),4umIPjkehX1r7uhmGvXiSV,0.806,0.546,9,-6.637,1,0.0575,0.3,0.0,0.102,0.874,147.986,212867,4,nick
HONNE,one way to tokyo,1WJNTBzGIcnkJMN77XJlW4,0.388,0.127,0,-13.857,1,0.0482,0.809,0.0,0.379,0.181,82.932,150320,4,nick
Alina Baraz,Floating (feat. Khalid),2vLWF4yFhTHQZVwrPTjH1s,0.66,0.447,1,-9.026,0,0.0482,0.81,2.15e-06,0.11,0.578,84.95,174490,4,richard
Wiz Khalifa,"Speed Me Up (with Ty Dolla $ign, Lil Yachty & Sueco the Child)",15eWNa3kpCPKILbSvvzSWl,0.776,0.844,0,-5.296,1,0.0483,0.00177,0.0273,0.0844,0.542,149.987,214723,4,nick
Lofi Fruits Music,Yellow,5qSK5PDQKDyfRxgXqog7xP,0.421,0.39,10,-13.654,1,0.0455,0.881,0.00824,0.135,0.107,95.049,102440,4,nick
Justin Bieber,Holy (feat. Chance The Rapper),5u1n1kITHCxxp8twBcZxWy,0.673,0.704,6,-8.056,1,0.36,0.196,0.0,0.0898,0.372,86.919,212093,4,richard
Wyclef Jean,Hendrix,5rLqKi5grzujEQsuYmiWeh,0.689,0.531,0,-7.333,0,0.239,0.0191,0.0,0.0889,0.366,139.873,207684,4,nick
HONNE,WHAT WOULD YOU DO? - The Lanesborough Session (feat. BAELY),6U164Ghcwg9l2c8ew8p1OV,0.879,0.361,4,-7.15,0,0.0462,0.628,0.0,0.111,0.85,116.03,193378,4,nick
Logic,ICONIC (ft. Jaden Smith),1FmdAhS8FqRoEJ4jcSfuKZ,0.388,0.777,1,-5.55,1,0.241,0.00575,0.0,0.288,0.192,175.933,298133,4,nick
Kent Loon,Rax,5ZbkbqTLU9qcgBnKHGdGZz,0.899,0.586,1,-9.006,1,0.192,0.467,1.2e-05,0.183,0.654,122.06,114044,4,nick
The Kid LAROI,FEEL SOMETHING (feat. Marshmello),2meUwHuMyPM0Ng1iTOc8eQ,0.523,0.609,1,-7.802,1,0.191,0.059,0.0,0.14,0.374,154.051,139041,4,nick
Mustard,Vato,0V5uhgs1JVdZn184oLITJ6,0.726,0.534,2,-8.552,1,0.113,0.0478,0.0,0.138,0.34,173.142,258600,4,nick
The Weeknd,Escape From LA,1sOW4PuG5X3Ie3EXUhAopJ,0.404,0.524,5,-8.996,0,0.0593,0.0456,0.00316,0.199,0.168,145.74,355960,4,richard
A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),364spZLB5bhNlnPrzvUB41,0.512,0.623,9,-6.553,0,0.0808,0.0187,0.0,0.13,0.219,112.15,183589,5,nick
SoMo,Roses,6dmSFcNT3eS1djnJQpSPUk,0.583,0.352,8,-8.617,1,0.0678,0.695,0.0,0.102,0.194,139.848,183500,4,nick
Masked Wolf,Astronaut In The Ocean,3VT8hOC5vuDXBsHrR53WFh,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,132780,4,nick
Firewoodisland,Forever Young,2h0ThLIUIfDEHuKVQLAnTm,0.489,0.203,0,-15.549,1,0.0278,0.961,0.00313,0.0991,0.233,97.931,293211,4,nick
Paris Shadows,Bones,4kSIn4O6pWXcW7prq0kO4C,0.707,0.712,7,-6.506,0,0.0655,0.049,0.0,0.136,0.248,119.9,160013,4,nick
Lil Wayne,"I Do It (ft. Big Sean, Lil Baby)",1bRO28yzxgO3y3UmNR29TZ,0.804,0.528,1,-3.231,1,0.378,0.125,0.0,0.41,0.321,138.005,184440,4,nick
Jonas Blue,Mama - Acoustic,3VOtM6x5KXZuxSzHaaf9oO,0.564,0.364,10,-5.845,0,0.0631,0.759,0.0,0.0839,0.591,86.538,192277,4,nick
SPOOKY GLOOM,NUMB / NO ONE,30xppLsDyy1YRYDVWXI7B0,0.448,0.852,2,-7.369,1,0.179,0.0188,0.00886,0.205,0.105,112.984,204192,4,nick
Smeyeul.,send me a song,2hzhi9s8hC9GdeLHuydqcL,0.75,0.161,10,-15.377,0,0.151,0.885,0.894,0.108,0.51,139.783,137143,4,nick
Lil Uzi Vert,That Way,5raTDhlbxFDnpn89bxArdH,0.719,0.611,7,-5.01,0,0.0403,0.0582,0.0,0.155,0.489,129.962,212354,4,nick
Russ,NIGHTTIME (Interlude),1LErJ8H8vJK9uJi66zlvbw,0.823,0.556,5,-5.883,0,0.118,0.34,0.00121,0.084,0.879,142.0,189867,4,nick
Glass Animals,Heat Waves (with iann dior),3pXVWgkWybiGchdKGYDgdl,0.655,0.716,8,-5.077,0,0.0897,0.476,0.0,0.479,0.521,80.813,175302,4,nick
Lil Yachty,Yacht Club (feat. Juice WRLD),5R2rsbwCDXORX2tLfprRmM,0.721,0.508,7,-7.496,1,0.394,0.317,0.0,0.153,0.457,159.911,166343,4,nick
VIC MENSA,Almost There,6jlPsC7xoYtd13U9UcxbCf,0.544,0.918,4,-5.506,1,0.537,0.264,0.0,0.0969,0.42,161.789,207880,4,nick
French Montana,Unforgettable,1F2HXIJrE2Xn81OzT2zZvW,0.726,0.769,6,-5.043,1,0.123,0.0293,0.0101,0.104,0.733,97.985,233833,4,nick
KnowKnow,Mr. Bentley,603FrR2LgWS3X4osiN12XO,0.891,0.746,2,-6.333,1,0.0927,0.39,0.00112,0.0946,0.493,97.996,159184,4,nick
NLE Choppa,Shotta Flow (Feat. Blueface) [Remix],67XyC1GdSkKb9sbRRkUDXS,0.894,0.511,2,-4.768,1,0.42,0.0251,0.0,0.14,0.568,120.08,176632,4,nick
YBN Nahmir,Talkin,1oxiu1OY6PHkJtakt4vKdX,0.882,0.625,9,-8.878,1,0.293,0.0677,0.0,0.482,0.935,129.965,125543,4,nick
Taylor Swift,exile (feat. Bon Iver),4pvb0WLRcMtbPGmtejJJ6y,0.298,0.38,6,-8.426,1,0.0287,0.778,5.62e-05,0.11,0.152,75.602,285634,4,nick
James Blake,Mile High,64ydkbrt0xhdJXRaam06Mc,0.754,0.37,6,-9.854,0,0.12,0.403,6.22e-05,0.107,0.228,114.941,193600,4,jojo
DaniLeigh,"Can't Relate (feat. YBN Nahmir, YG)",74YaGodeQdJoR5L8l59CYF,0.871,0.674,10,-6.579,0,0.397,0.02,0.0,0.0565,0.762,160.007,179973,4,nick
BLACKPINK,You Never Know,39kzWAiVPpycdMpr745oPj,0.477,0.435,5,-6.497,1,0.0523,0.237,0.0,0.12,0.322,144.144,231202,4,nick
Glude,Dreamers,2L6kAGRcZtLKK8jG6W5kNw,0.737,0.613,6,-5.456,1,0.101,0.127,0.0157,0.11,0.417,183.934,167826,4,nick
Boy In Space,Cold,5jYe1mOKg5zUx0enf1DOdz,0.711,0.412,9,-6.827,1,0.0445,0.184,0.0,0.0546,0.186,130.015,203538,4,nick
YG,Jealous,6tNnz0d4tijmTed5YB434Q,0.836,0.612,8,-9.781,0,0.394,0.093,0.0,0.102,0.39,166.087,151704,4,nick
Finn Foxell,Herd,2LXPJkhEzpyiUrCIRVqM7S,0.761,0.689,11,-6.114,0,0.126,0.0804,0.00033,0.134,0.508,127.0,228661,4,nick
The Weeknd,In Your Eyes (with Doja Cat) - Remix,0UnTaVkntyh3vqvLEvbpQx,0.679,0.731,7,-5.522,0,0.0319,0.00518,0.000127,0.0614,0.727,99.984,237912,4,nick
Lil Nas X,LIFE AFTER SALEM,6D3t4w54PgLNGQ48R7th7R,0.392,0.579,0,-5.284,0,0.0354,0.0141,4.87e-05,0.101,0.253,143.664,210682,4,nick
NF,Let You Down,6mrKP2jyIQmM0rw6fQryjr,0.659,0.716,5,-5.673,0,0.111,0.33,0.0,0.173,0.437,148.015,212120,4,nick
SEGA SOUND TEAM,Reach For The Stars Opening Theme Vocals by Jean Paul Makhlouf of Cash Cash,3EfC3wQwnWo678N7H0C4k2,0.44,0.976,2,-6.313,1,0.0826,8.73e-05,0.0,0.442,0.441,101.57,242084,4,nick
Seven Lions,Another Me (with Dylan Matthew) - Acoustic,0wUGvXa0TRS0KGBbZrRSyT,0.433,0.278,5,-10.428,0,0.0331,0.868,0.0,0.086,0.506,128.358,196202,1,nick
Eric Chou,怎麼了,2IAumRplFr0Ns09kKgt2je,0.496,0.515,9,-9.52,1,0.0352,0.701,0.000168,0.155,0.263,140.051,321040,4,nick
Drake,4422,2fkeWbM6iqTw7oGHTYm2lw,0.609,0.229,11,-12.36,0,0.0333,0.558,0.0413,0.113,0.19,111.887,186293,4,nick
