,artist,track,uri,nick_history,jojo_history,rich_history,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,duration_ms,time_signature
1193,The Kid LAROI,NOT SOBER (feat. Polo G & Stunna Gambino),1JXBNvlDEl2epKSJ9EOgKX,True,,True,0.671,0.639,2,-6.852,0,0.134,0.0928,0,0.0941,0.385,119.82,audio_features,1JXBNvlDEl2epKSJ9EOgKX,216000,5
1194,Drake,Laugh Now Cry Later (feat. Lil Durk),2SAqBLGA283SUiwJ3xOUVI,True,,True,0.761,0.518,0,-8.871,1,0.134,0.244,3.47e-05,0.107,0.522,133.976,audio_features,2SAqBLGA283SUiwJ3xOUVI,261493,4
1195,J. Cole,The Cut Off (feat. kiLL edward),3rFF7kSm5qBOOPs6ljFgPp,True,,,0.734,0.543,1,-7.979,1,0.4,0.186,0,0.372,0.336,78.168,audio_features,3rFF7kSm5qBOOPs6ljFgPp,237295,4
1196,Jack Harlow,CODY BANKS,0XcmRDeHawnaIYRIKW1vMo,True,,,0.765,0.618,1,-8.74,1,0.377,0.723,0.00015,0.111,0.671,188.936,audio_features,0XcmRDeHawnaIYRIKW1vMo,152381,4
1197,Trevor Daniel,Falling,4TnjEaWOeW0eKTKIEvJyCa,True,,True,0.785,0.431,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.085,audio_features,4TnjEaWOeW0eKTKIEvJyCa,159382,4
1198,The Weeknd,Heartless,6bnF93Rx87YqUBLSgjiMU8,True,True,True,0.537,0.746,10,-5.507,0,0.15,0.0236,1.01e-06,0.156,0.252,170.062,audio_features,6bnF93Rx87YqUBLSgjiMU8,198267,4
1199,The Chainsmokers,Beach House,2bQhVQbV7VBzSOPo8mbkUR,True,,,0.4,0.838,0,-4.491,1,0.0526,0.174,0,0.341,0.533,179.945,audio_features,2bQhVQbV7VBzSOPo8mbkUR,206120,4
1200,Kanye West,On God,2SasoXZyv82yYgHiVOvxQn,True,True,,0.41,0.886,9,-4.413,0,0.155,0.0671,0,0.461,0.393,72.577,audio_features,2SasoXZyv82yYgHiVOvxQn,136351,4
1201,J. Cole,p u n c h i n ‘ . t h e . c l o c k,57ZUX6TNyKLBydAdVVd02x,True,,,0.769,0.74,11,-6.579,0,0.378,0.197,0,0.171,0.692,94.104,audio_features,57ZUX6TNyKLBydAdVVd02x,112579,4
1202,88rising,Tequila Sunrise (feat. AUGUST 08 & GoldLink),121bJml1xjrfnZuk2yPsLG,True,,,0.8,0.545,0,-6.74,1,0.0765,0.0313,5.07e-05,0.0929,0.458,99.981,audio_features,121bJml1xjrfnZuk2yPsLG,243332,4
1203,MitiS,Without Me (feat. Danni Carra),7nDgGZbmdYQVIskaZnIXaB,True,,,0.438,0.716,7,-5.241,1,0.034,0.128,0,0.255,0.227,149.965,audio_features,7nDgGZbmdYQVIskaZnIXaB,266400,4
1204,BØRNS,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,True,,,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041,audio_features,2GiJYvgVaD2HtM8GqD9EgQ,218107,4
1205,Giveon,Heartbreak Anniversary,3FAJ6O0NOHQV8Mc5Ri6ENp,True,,,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,audio_features,3FAJ6O0NOHQV8Mc5Ri6ENp,198371,3
1206,tobi lou,I Was Sad Last Night I'm OK Now,0gEcmyKlIUoi3sHTFVO1bE,True,,,0.87,0.637,5,-8.368,0,0.0614,0.497,3.15e-05,0.205,0.78,120.99,audio_features,0gEcmyKlIUoi3sHTFVO1bE,190561,4
1207,Miguel,Funeral,782CIMTujSmNFrRuAVhsqd,True,,,0.743,0.31,2,-10.016,1,0.0554,0.036,0.0251,0.183,0.171,95.993,audio_features,782CIMTujSmNFrRuAVhsqd,135120,4
1208,ODIE,North Face,63bAGRSSX2V1hhPSP2NpBC,True,,True,0.802,0.382,10,-7.356,1,0.0312,0.792,0.163,0.0783,0.581,99.969,audio_features,63bAGRSSX2V1hhPSP2NpBC,196800,4
1209,RL Grime,I Wanna Know,4ToogKQq58R9TvO40qRuxi,True,,True,0.432,0.85,10,-4.417,1,0.0771,0.501,6.59e-06,0.203,0.109,82.607,audio_features,4ToogKQq58R9TvO40qRuxi,206727,4
1210,Pop Smoke,Mood Swings (feat. Lil Tjay),5rZlwNFl01HqLWBQGryKSm,True,,True,0.48,0.602,10,-6.335,0,0.368,0.487,0,0.0848,0.269,179.798,audio_features,5rZlwNFl01HqLWBQGryKSm,213333,4
1211,JACKBOYS,GANG GANG,6uJONCdr2rC65BNmCnTBWK,True,,,0.859,0.6,7,-4.63,0,0.301,0.071,0,0.353,0.568,123.017,audio_features,6uJONCdr2rC65BNmCnTBWK,244761,4
1212,Halsey,Coming Down,4lKXjLzAV0Nxwln8MxHVtQ,,,,0.625,0.753,6,-5.983,0,0.166,0.436,0.00273,0.367,0.539,88.956,audio_features,4lKXjLzAV0Nxwln8MxHVtQ,223299,4
1213,Jaden,Play This On A Mountain At Sunset,2KQNjZcD1WhJg8nDm34eQa,True,,,0.345,0.301,3,-12.883,0,0.0335,0.9,0.000428,0.182,0.472,82.656,audio_features,2KQNjZcD1WhJg8nDm34eQa,341347,3
1214,Drake,Elevate,4uloft7ZE54WflsuqFmjC7,True,,True,0.755,0.47,1,-8.72,1,0.139,0.0153,0,0.118,0.0604,76.056,audio_features,4uloft7ZE54WflsuqFmjC7,184960,4
1215,Olivia Rodrigo,good 4 u,4ZtFanR9U6ndgddUvNcjcG,True,,,0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,audio_features,4ZtFanR9U6ndgddUvNcjcG,178147,4
1216,Fiji Blue,Only When I Look into Your Eyes,5MgXxIwMUkJQlv5WYxlUNS,True,,,0.725,0.694,10,-5.49,1,0.039,0.0566,4.54e-05,0.468,0.819,117.962,audio_features,5MgXxIwMUkJQlv5WYxlUNS,199167,4
1217,Trippie Redd,!,5a1ofLoPiAn5xxf5UE6472,True,,,0.725,0.543,5,-6.311,1,0.0841,0.0296,0,0.177,0.693,119.961,audio_features,5a1ofLoPiAn5xxf5UE6472,135339,4
1218,Chelsea Cutler,Summer Love - Recorded at Spotify Studios NYC,3LSnp6mtKiVXCJwsmOvfMd,,,,0.667,0.302,4,-11.633,0,0.0377,0.198,1.18e-05,0.101,0.239,81.966,audio_features,3LSnp6mtKiVXCJwsmOvfMd,214381,4
1219,Labrinth,All For Us - from the HBO Original Series Euphoria,10hMM5nsZQf66ldBlgWBfG,True,,True,0.348,0.652,3,-7.145,1,0.0931,0.0165,0.000264,0.33,0.172,70.956,audio_features,10hMM5nsZQf66ldBlgWBfG,192987,4
1220,Kid Travis,Atomic Ever After,6rshj6lkRqKRjlCXWtTdwn,True,,,0.748,0.356,6,-13.473,1,0.176,0.205,0,0.0917,0.59,137.641,audio_features,6rshj6lkRqKRjlCXWtTdwn,183140,4
1221,Russ,Me You,4f1QbCjIAgQwnf7ms9NXWx,True,,,0.702,0.762,8,-2.733,1,0.0328,0.00196,0.000451,0.142,0.233,95.019,audio_features,4f1QbCjIAgQwnf7ms9NXWx,164200,4
1222,The Kid LAROI,ABOUT YOU,5G7P83QgRGqnzJZmMJuxOH,,,,0.632,0.508,6,-8.435,0,0.0842,0.0116,0,0.0992,0.0647,163.985,audio_features,5G7P83QgRGqnzJZmMJuxOH,128895,4
1223,Tory Lanez,LUV,16Ah4QqH4mgYVXqfC4mdSd,True,,,0.539,0.528,11,-8.113,0,0.252,0.0108,0,0.117,0.252,190.169,audio_features,16Ah4QqH4mgYVXqfC4mdSd,228640,4
1224,Gryffin,Tie Me Down (with Elley Duhé),2zh01m4PiHaZz4BAm0NRxs,True,,True,0.608,0.845,6,-2.292,1,0.0597,0.136,0,0.111,0.322,98.976,audio_features,2zh01m4PiHaZz4BAm0NRxs,218240,4
1225,Aminé,WHY?,4qV3FpOX5NQbghsnmx3wKX,True,,,0.658,0.59,11,-8.56,1,0.298,0.19,0.0106,0.216,0.223,152.729,audio_features,4qV3FpOX5NQbghsnmx3wKX,226947,4
1226,Martin Garrix,Starlight (Keep Me Afloat),4UQy41kC5LjzwQuiuWOpwA,True,,True,0.558,0.715,9,-5.231,1,0.0375,0.0667,0,0.097,0.297,127.001,audio_features,4UQy41kC5LjzwQuiuWOpwA,202671,4
1227,Chaze Sharp,Bonezboy Nightz,60i2G45SsZn9pnrHdLShAo,True,,,0.806,0.404,10,-10.178,0,0.227,0.734,0,0.1,0.355,92.02,audio_features,60i2G45SsZn9pnrHdLShAo,166990,4
1228,James Blake,Tell Them,3nWCi6Npr1DJObl5hgZwt7,,,,0.58,0.469,8,-8.655,0,0.118,0.778,6.79e-05,0.099,0.289,176.019,audio_features,3nWCi6Npr1DJObl5hgZwt7,208400,4
1229,Cosmo's Midnight,History,1Ba0ucfKPaRzS3AKvX3X3r,,,True,0.786,0.463,11,-10.015,0,0.314,0.0271,0,0.185,0.451,104.959,audio_features,1Ba0ucfKPaRzS3AKvX3X3r,208067,4
1230,Kanye West,God Is,6xRWoYwfwIKnT8bQGzKbxR,True,True,,0.656,0.637,1,-3.867,1,0.0256,0.34,0,0.187,0.267,105.037,audio_features,6xRWoYwfwIKnT8bQGzKbxR,203141,4
1231,SAINt JHN,Trap (feat. Lil Baby),1pChm8ih9LlKhWncBJ6HLr,True,,True,0.792,0.839,0,-2.887,1,0.0429,0.0862,0,0.194,0.354,116.985,audio_features,1pChm8ih9LlKhWncBJ6HLr,184699,4
1232,Kanye West,Hands On,7r6aR2f57resC5r93LwMfK,True,True,,0.514,0.393,1,-8.72,0,0.529,0.558,0,0.282,0.598,78.039,audio_features,7r6aR2f57resC5r93LwMfK,203174,4
1233,Billie Eilish,when the party's over,14JzyD6FlBD5z0wV5P07YI,True,,,0.498,0.104,1,-14.08,0,0.0621,0.979,7.86e-05,0.0895,0.205,124.001,audio_features,14JzyD6FlBD5z0wV5P07YI,199931,3
1234,Mustard,On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky),1xD7cSgpYzWiuPRfcIEmdT,True,,,0.861,0.673,1,-5.366,1,0.184,0.193,0,0.0729,0.34,103.981,audio_features,1xD7cSgpYzWiuPRfcIEmdT,264281,4
1235,Yung Pinch,Look Like,3UiZUMXuNrORtsAIdDkZDe,True,,,0.795,0.523,4,-7.623,1,0.102,0.0243,0.00652,0.11,0.617,130.101,audio_features,3UiZUMXuNrORtsAIdDkZDe,226154,4
1236,Post Malone,rockstar,7wGoVu4Dady5GV0Sv4UIsx,,,,0.577,0.522,5,-6.594,0,0.0984,0.13,9.03e-05,0.142,0.119,159.772,audio_features,7wGoVu4Dady5GV0Sv4UIsx,218320,4
1237,Future,Life Is Good (feat. Drake),5yY9lUy8nbvjM1Uyo1Uqoc,True,,True,0.676,0.609,2,-5.831,0,0.481,0.0706,0,0.152,0.508,142.037,audio_features,5yY9lUy8nbvjM1Uyo1Uqoc,237735,4
1238,SPENCE,If It Feels Right,2Zh0Z7irw3VGc0D9lj8lo8,True,,,0.712,0.918,2,-5.296,1,0.0387,0.00115,9.35e-06,0.0667,0.694,128.002,audio_features,2Zh0Z7irw3VGc0D9lj8lo8,256247,4
1239,Mura Masa,Love$ick (feat. A$AP Rocky),7Kq16WtEJzdRSNQgdXsn7Y,True,,,0.672,0.764,3,-5.109,0,0.142,0.141,0.00358,0.185,0.763,88.867,audio_features,7Kq16WtEJzdRSNQgdXsn7Y,192160,4
1240,Imagine Dragons,Enemy (with JID) - from the series Arcane League of Legends,1r9xUipOqoNwggBpENDsvJ,True,,True,0.728,0.783,11,-4.424,0,0.266,0.237,0,0.434,0.555,77.011,audio_features,1r9xUipOqoNwggBpENDsvJ,173381,4
1241,Julian Calor,No Fear Anymore,0vAXgfcS2hMaml2hAS1lgm,True,,,0.613,0.875,7,-4.71,0,0.0671,0.0329,0.00103,0.12,0.106,139.935,audio_features,0vAXgfcS2hMaml2hAS1lgm,202286,4
1242,Eminem,Lucky You (feat. Joyner Lucas),60SdxE8apGAxMiRrpbmLY0,True,,,0.876,0.786,10,-4.884,0,0.306,0.0627,0,0.127,0.575,153.068,audio_features,60SdxE8apGAxMiRrpbmLY0,244679,4
1243,G-Eazy,No Less,44YAJYlDg4EECrecze8BU2,True,,,0.632,0.49,11,-7.386,0,0.286,0.566,0,0.0985,0.178,93.979,audio_features,44YAJYlDg4EECrecze8BU2,250640,4
1244,Gucci Mane,Opps and Adversaries,1Ch0aqT7azhJ8iwQ1I4USz,True,,,0.943,0.438,8,-7.772,1,0.0827,0.132,0,0.141,0.41,129.956,audio_features,1Ch0aqT7azhJ8iwQ1I4USz,217067,4
1245,Joji,Pretty Boy (feat. Lil Yachty),0f1G5SHFoFC9lO03gHCGVS,,,True,0.656,0.776,6,-6.184,1,0.0672,0.16,0.378,0.372,0.638,156.049,audio_features,0f1G5SHFoFC9lO03gHCGVS,156759,4
1246,Lykke Li,two nights part ii (Lykke Li x Skrillex x Ty Dolla $ign),47UnzjxpWvJKCverxM1OaS,True,,True,0.711,0.684,0,-7.06,1,0.0892,0.244,7.21e-05,0.0977,0.323,119.974,audio_features,47UnzjxpWvJKCverxM1OaS,210995,4
1247,Oh Wonder,Lose It,2QgNcjwEn0vGmTommfszQd,True,,,0.52,0.329,2,-9.337,0,0.0381,0.725,1.31e-05,0.333,0.171,87.857,audio_features,2QgNcjwEn0vGmTommfszQd,229935,4
1248,24kGoldn,Mood (feat. iann dior),3tjFYV6RSFtuktYl3ZtYcq,True,,,0.7,0.722,7,-3.558,0,0.0369,0.221,0,0.272,0.756,90.989,audio_features,3tjFYV6RSFtuktYl3ZtYcq,140526,4
1249,Ed Sheeran,Shape of You,0FE9t6xYkqWXU2ahLh6D8X,True,,True,0.825,0.652,1,-3.183,0,0.0802,0.581,0,0.0931,0.931,95.977,audio_features,0FE9t6xYkqWXU2ahLh6D8X,233713,4
1250,Lil Uzi Vert,Lo Mein,6CUP2khYzdphXebxVTfPE3,True,,,0.855,0.676,1,-5.736,1,0.325,0.0888,0,0.144,0.509,133.082,audio_features,6CUP2khYzdphXebxVTfPE3,195299,4
1251,Aminé,REEL IT IN,5qHirGR7M9tdm6C17DlzSY,True,,True,0.754,0.342,10,-8.677,0,0.0991,0.073,0,0.193,0.423,128.981,audio_features,5qHirGR7M9tdm6C17DlzSY,121347,4
1252,The Kid LAROI,STILL CHOSE YOU (feat. Mustard),637YZncqOkeFzcTmr7YijJ,True,,True,0.724,0.5,5,-7.112,0,0.259,0.41,0,0.115,0.317,97.694,audio_features,637YZncqOkeFzcTmr7YijJ,171429,4
1253,Throttle,Dreamer,4PZSK9emDiCzkvT3yMWtOT,True,,True,0.621,0.67,11,-4.625,1,0.0303,0.167,0.907,0.339,0.342,125.057,audio_features,4PZSK9emDiCzkvT3yMWtOT,216837,4
1254,Juice WRLD,Fast,6MjNilJCVKJq0LfFvo5jWJ,True,,,0.623,0.608,1,-5.937,0,0.0434,0.426,0,0.105,0.263,84.98,audio_features,6MjNilJCVKJq0LfFvo5jWJ,208518,4
1255,Dabin,Part-Time Lover,7iYMW4Ww40RAbfeccmzMQa,True,,True,0.465,0.77,3,-3.738,1,0.0692,0.0138,0,0.0956,0.358,172.747,audio_features,7iYMW4Ww40RAbfeccmzMQa,219191,4
1256,Lil Nas X,INDUSTRY BABY (feat. Jack Harlow),5Z9KJZvQzH6PFmb8SNkxuk,True,,True,0.741,0.691,10,-7.395,0,0.0672,0.0221,0,0.0476,0.892,150.087,audio_features,5Z9KJZvQzH6PFmb8SNkxuk,212353,4
1257,BLACKPINK,Typa Girl,0L8LOav65XwLjCLS11gNPD,True,,,0.915,0.621,7,-6.519,1,0.1,0.0745,0,0.628,0.527,131.984,audio_features,0L8LOav65XwLjCLS11gNPD,179173,4
1258,Juice WRLD,Lucid Dreams,0X8DcetL926BYiPJYstJTc,True,,True,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,audio_features,0X8DcetL926BYiPJYstJTc,239836,4
1259,Drake,No Friends In The Industry,2tUL6dZf1mywCj5WvCPZw6,True,,True,0.84,0.744,1,-4.751,1,0.113,0.0181,0,0.629,0.171,83.737,audio_features,2tUL6dZf1mywCj5WvCPZw6,204347,4
1260,Meek Mill,Young Black America (feat. The-Dream),5fdZGkieO25z59c1PKXh8v,True,,,0.629,0.611,3,-4.98,0,0.469,0.0226,0,0.0851,0.753,77.008,audio_features,5fdZGkieO25z59c1PKXh8v,241558,4
1261,lovelytheband,broken - Cash Cash Remix,5W0vgRE9B23TZDj5B7pRUO,True,,,0.497,0.747,11,-3.112,0,0.0894,0.0259,0,0.0697,0.355,140.81,audio_features,5W0vgRE9B23TZDj5B7pRUO,191067,4
1262,Jaden,Icon,22nyEAEM29tcBRhukR089b,,,True,0.786,0.82,9,-5.093,0,0.232,0.222,0,0.575,0.49,119.982,audio_features,22nyEAEM29tcBRhukR089b,220996,4
1263,Post Malone,Love/Hate Letter To Alcohol (with Fleet Foxes),6R9c642Hs3tOdLowjYaWt2,True,,,0.475,0.569,4,-7.073,0,0.0343,0.037,0.00129,0.232,0.0395,108.007,audio_features,6R9c642Hs3tOdLowjYaWt2,183816,4
1264,Summer Walker,Playing Games,4hWgC5BV5M7EtTleKVXNxw,True,,,0.759,0.413,11,-7.282,0,0.0494,0.7,0,0.14,0.403,115.893,audio_features,4hWgC5BV5M7EtTleKVXNxw,143667,4
1265,Jay Sean,With You,1lnPygfVghWoKJAxaStV98,True,,,0.786,0.567,10,-6.52,0,0.0406,0.381,0,0.0565,0.734,130.003,audio_features,1lnPygfVghWoKJAxaStV98,194053,4
1266,Lil Peep,Falling Down - Bonus Track,0Dn40gxVCMo5TkgS8Ik18Q,True,,True,0.669,0.574,4,-6.442,0,0.0286,0.0175,0.00294,0.146,0.273,120.013,audio_features,0Dn40gxVCMo5TkgS8Ik18Q,196400,4
1267,Eminem,Walk On Water (feat. Beyoncé),7zLGHiDWd9T1Rxw4PQCb13,True,,,0.577,0.593,9,-4.816,0,0.137,0.8,0,0.623,0.575,120.611,audio_features,7zLGHiDWd9T1Rxw4PQCb13,303781,5
1268,MRNX,Someone to Forget,54MfDXq9IIetkuTcJdTceG,True,,True,0.531,0.66,4,-7.931,1,0.0684,0.168,0,0.261,0.228,155.169,audio_features,54MfDXq9IIetkuTcJdTceG,206323,4
1269,Offset,Lick,4W9XGjEUVG9junR70FOLii,True,,,0.959,0.539,4,-6.611,0,0.0958,0.172,0,0.108,0.657,103.0,audio_features,4W9XGjEUVG9junR70FOLii,204516,4
1270,Joyner Lucas,I'm Sorry,3dqxngWDgh4tb0VSb83nvc,True,,,0.746,0.576,8,-7.461,1,0.414,0.252,0,0.074,0.337,110.2,audio_features,3dqxngWDgh4tb0VSb83nvc,349785,4
1271,The Chainsmokers,Something Just Like This,1dNIEtp7AY3oDAKCGg2XkH,True,,True,0.607,0.649,11,-6.695,0,0.0362,0.0306,2.46e-05,0.174,0.505,102.996,audio_features,1dNIEtp7AY3oDAKCGg2XkH,247627,4
1272,"Tyler, The Creator",Boredom (feat. Rex Orange County & Anna of the North),5WNYg3usc6H8N3MBEp4zVk,True,True,True,0.559,0.578,8,-9.54,1,0.151,0.79,0.000522,0.324,0.239,79.938,audio_features,5WNYg3usc6H8N3MBEp4zVk,320720,4
1273,24kGoldn,GAMES ON YOUR PHONE,2EsyJN3AvC3zBlkQpb119M,True,,True,0.683,0.607,5,-5.62,0,0.0601,0.15,0,0.147,0.496,152.945,audio_features,2EsyJN3AvC3zBlkQpb119M,150933,4
1274,Khalid,Saturday Nights,7vGGAJBkHKxKtOnGjQduDV,True,,True,0.54,0.439,10,-8.591,1,0.115,0.635,1.93e-05,0.0993,0.371,167.908,audio_features,7vGGAJBkHKxKtOnGjQduDV,209547,4
1275,"Tyler, The Creator",EARFQUAKE,5hVghJ4KaYES3BFUATCYn0,True,True,True,0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,audio_features,5hVghJ4KaYES3BFUATCYn0,190067,4
1276,EVERGLOW,DUN DUN,3CyCjgTHFzqucmECajq8QA,True,,,0.692,0.881,11,-2.563,0,0.0461,0.0457,4.26e-06,0.146,0.433,103.055,audio_features,3CyCjgTHFzqucmECajq8QA,192280,4
1277,Joel Corry,Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,True,,True,0.734,0.874,8,-3.158,1,0.0662,0.168,1.14e-05,0.0489,0.905,122.953,audio_features,6cx06DFPPHchuUAcTxznu9,166028,4
1278,Jeremih,Take Your Time,31UPzWYdHxYPxYFEqB9vmK,,,,0.862,0.598,8,-6.667,0,0.0612,0.229,0.00304,0.135,0.561,141.934,audio_features,31UPzWYdHxYPxYFEqB9vmK,148747,4
1279,Justin Bieber,Intentions (feat. Quavo),4umIPjkehX1r7uhmGvXiSV,True,,,0.806,0.546,9,-6.637,1,0.0575,0.3,0,0.102,0.874,147.986,audio_features,4umIPjkehX1r7uhmGvXiSV,212867,4
1280,HONNE,one way to tokyo,1WJNTBzGIcnkJMN77XJlW4,True,,,0.388,0.127,0,-13.857,1,0.0482,0.809,0,0.379,0.181,82.932,audio_features,1WJNTBzGIcnkJMN77XJlW4,150320,4
1281,Lil Tjay,Headshot (feat. Polo G & Fivio Foreign),6cQ08IpBxxfGcSKxqE3NmB,True,,True,0.809,0.638,1,-7.268,0,0.257,0.0758,0,0.15,0.392,117.982,audio_features,6cQ08IpBxxfGcSKxqE3NmB,144349,4
1282,Drake,God's Plan,2XW4DbS6NddZxRPm5rMCeY,True,,True,0.758,0.448,7,-9.441,1,0.103,0.0309,8.67e-05,0.558,0.373,77.176,audio_features,2XW4DbS6NddZxRPm5rMCeY,198960,4
1283,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix,6u7jPi22kF8CTQ3rb9DHE7,,,,0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,audio_features,6u7jPi22kF8CTQ3rb9DHE7,157067,4
1284,Snakehips,Don't Leave,0Zx8khUcEfCFK2AEoIhC92,True,,True,0.657,0.703,1,-3.402,1,0.0753,0.222,0,0.256,0.338,122.381,audio_features,0Zx8khUcEfCFK2AEoIhC92,214693,4
1285,Alina Baraz,Floating (feat. Khalid),2vLWF4yFhTHQZVwrPTjH1s,,,True,0.66,0.447,1,-9.026,0,0.0482,0.81,2.15e-06,0.11,0.578,84.95,audio_features,2vLWF4yFhTHQZVwrPTjH1s,174490,4
1286,BROCKHAMPTON,BLEACH,0dWOFwdXrbBUYqD9DLsoyK,True,,True,0.595,0.657,1,-6.498,0,0.183,0.462,0.000597,0.437,0.718,156.093,audio_features,0dWOFwdXrbBUYqD9DLsoyK,273151,4
1287,The Chainsmokers,Takeaway (feat. Lennon Stella),6wo37KVqFJhtuxPTpLCcfe,,,,0.294,0.505,3,-8.106,1,0.042,0.12,0,0.0977,0.357,85.332,audio_features,6wo37KVqFJhtuxPTpLCcfe,209893,1
1288,Wiz Khalifa,"Speed Me Up (with Ty Dolla $ign, Lil Yachty & Sueco the Child)",15eWNa3kpCPKILbSvvzSWl,True,,,0.776,0.844,0,-5.296,1,0.0483,0.00177,0.0273,0.0844,0.542,149.987,audio_features,15eWNa3kpCPKILbSvvzSWl,214723,4
1289,Joji,ATTENTION,5aqu5xhPqoOWqF71PkfgM8,True,,True,0.787,0.312,7,-12.401,1,0.0383,0.895,0.0224,0.115,0.425,119.899,audio_features,5aqu5xhPqoOWqF71PkfgM8,128888,4
1290,Lofi Fruits Music,Yellow,5qSK5PDQKDyfRxgXqog7xP,True,,,0.421,0.39,10,-13.654,1,0.0455,0.881,0.00824,0.135,0.107,95.049,audio_features,5qSK5PDQKDyfRxgXqog7xP,102440,4
1291,Drake,7am On Bridle Path,42m3eP1JJhtzffal9B136J,True,,True,0.724,0.531,5,-4.108,0,0.298,0.225,0,0.11,0.141,89.901,audio_features,42m3eP1JJhtzffal9B136J,239635,4
1292,XXXTENTACION,SAD!,3ee8Jmje8o58CHK66QrVC2,True,,True,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,audio_features,3ee8Jmje8o58CHK66QrVC2,166606,4
1293,Justin Bieber,Holy (feat. Chance The Rapper),5u1n1kITHCxxp8twBcZxWy,,,True,0.673,0.704,6,-8.056,1,0.36,0.196,0,0.0898,0.372,86.919,audio_features,5u1n1kITHCxxp8twBcZxWy,212093,4
1294,Wyclef Jean,Hendrix,5rLqKi5grzujEQsuYmiWeh,True,,,0.689,0.531,0,-7.333,0,0.239,0.0191,0,0.0889,0.366,139.873,audio_features,5rLqKi5grzujEQsuYmiWeh,207684,4
1295,HONNE,WHAT WOULD YOU DO? - The Lanesborough Session (feat. BAELY),6U164Ghcwg9l2c8ew8p1OV,True,,,0.879,0.361,4,-7.15,0,0.0462,0.628,0,0.111,0.85,116.03,audio_features,6U164Ghcwg9l2c8ew8p1OV,193378,4
1296,Ariana Grande,make up,27356GVuMPFWiJSZCragoM,True,,True,0.671,0.714,7,-5.373,1,0.21,0.0844,1.48e-06,0.0568,0.477,105.137,audio_features,27356GVuMPFWiJSZCragoM,140693,3
1297,Logic,ICONIC (ft. Jaden Smith),1FmdAhS8FqRoEJ4jcSfuKZ,True,,,0.388,0.777,1,-5.55,1,0.241,0.00575,0,0.288,0.192,175.933,audio_features,1FmdAhS8FqRoEJ4jcSfuKZ,298133,4
1298,Kent Loon,Rax,5ZbkbqTLU9qcgBnKHGdGZz,True,,,0.899,0.586,1,-9.006,1,0.192,0.467,1.2e-05,0.183,0.654,122.06,audio_features,5ZbkbqTLU9qcgBnKHGdGZz,114044,4
1299,The Kid LAROI,FEEL SOMETHING (feat. Marshmello),2meUwHuMyPM0Ng1iTOc8eQ,True,,,0.523,0.609,1,-7.802,1,0.191,0.059,0,0.14,0.374,154.051,audio_features,2meUwHuMyPM0Ng1iTOc8eQ,139041,4
1300,Mustard,Vato,0V5uhgs1JVdZn184oLITJ6,True,,,0.726,0.534,2,-8.552,1,0.113,0.0478,0,0.138,0.34,173.142,audio_features,0V5uhgs1JVdZn184oLITJ6,258600,4
1301,"Tyler, The Creator",See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,True,True,True,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,180387,4
1302,Bazzi,I.F.L.Y.,4a6q8CR2hzLk2plDkSxkfD,True,,True,0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954,audio_features,4a6q8CR2hzLk2plDkSxkfD,165714,4
1303,The Weeknd,Escape From LA,1sOW4PuG5X3Ie3EXUhAopJ,,,True,0.404,0.524,5,-8.996,0,0.0593,0.0456,0.00316,0.199,0.168,145.74,audio_features,1sOW4PuG5X3Ie3EXUhAopJ,355960,4
1304,A Boogie Wit da Hoodie,Reply (feat. Lil Uzi Vert),364spZLB5bhNlnPrzvUB41,True,,,0.512,0.623,9,-6.553,0,0.0808,0.0187,0,0.13,0.219,112.15,audio_features,364spZLB5bhNlnPrzvUB41,183589,5
1305,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",3i7ICydraKgHigUqu2AOPy,,,,0.731,0.436,0,-8.39,1,0.0551,0.068,1.06e-05,0.237,0.0867,117.973,audio_features,3i7ICydraKgHigUqu2AOPy,245653,4
1306,Joji,CAN'T GET OVER YOU (feat. Clams Casino),5zGjnqtjvFee5fGLXHap3r,True,,True,0.9,0.316,9,-8.797,1,0.332,0.684,0.0771,0.0853,0.844,129.914,audio_features,5zGjnqtjvFee5fGLXHap3r,107077,4
